timestamp,open,high,low,close,volume
1767589200000,3165.44,3167.97,3159.46,3161.45,6818.29
1767590100000,3161.45,3165.65,3160.0,3164.52,3946.02
1767591000000,3164.52,3164.52,3154.1,3154.32,13018.23
1767591900000,3154.32,3157.01,3146.01,3147.78,20276.63
1767592800000,3147.78,3154.88,3146.61,3152.81,10507.97
1767593700000,3152.81,3155.2,3142.21,3143.2,10716.51
1767594600000,3143.2,3155.62,3132.0,3154.65,30985.29
1767595500000,3154.65,3157.41,3151.0,3156.0,7531.47
1767596400000,3156.0,3160.35,3153.44,3159.71,7404.74
1767597300000,3159.71,3161.49,3154.26,3156.18,8146.73
1767598200000,3156.18,3159.06,3154.99,3158.27,4820.64
1767599100000,3158.27,3159.3,3155.75,3155.75,2497.73
1767600000000,3155.75,3164.12,3154.25,3162.81,6541.79
1767600900000,3162.81,3171.05,3160.8,3165.31,12273.15
1767601800000,3165.31,3167.92,3158.5,3159.71,6971.58
1767602700000,3159.71,3166.0,3159.26,3161.98,5955.66
1767603600000,3161.98,3163.4,3153.0,3153.25,17301.51
1767604500000,3153.25,3162.94,3151.13,3160.77,15634.84
1767605400000,3160.77,3168.22,3157.59,3165.62,10566.26
1767606300000,3165.62,3174.0,3165.22,3167.01,7354.08
1767607200000,3167.01,3177.77,3165.0,3175.03,8794.51
1767608100000,3175.03,3177.36,3170.28,3173.23,11687.71
1767609000000,3173.23,3177.44,3160.62,3165.96,11881.33
1767609900000,3165.96,3177.36,3165.96,3171.58,4931.68
1767610800000,3171.58,3172.0,3167.4,3168.1,3475.45
1767611700000,3168.1,3182.47,3166.53,3171.6,10755.55
1767612600000,3171.6,3177.0,3170.97,3174.46,6043.97
1767613500000,3174.46,3182.48,3174.33,3178.89,3239.39
1767614400000,3178.89,3181.38,3174.77,3179.21,5358.0
1767615300000,3179.21,3182.4,3171.36,3172.7,5048.45
1767616200000,3172.7,3174.53,3165.36,3166.77,9793.38
1767617100000,3166.77,3171.25,3163.8,3169.38,5864.82
1767618000000,3169.38,3174.22,3165.17,3169.3,6668.17
1767618900000,3169.3,3169.3,3154.0,3158.42,21177.31
1767619800000,3158.42,3158.72,3141.14,3144.58,29463.71
1767620700000,3144.58,3154.26,3143.46,3152.56,15482.39
1767621600000,3152.56,3159.26,3148.64,3149.99,11326.83
1767622500000,3149.99,3154.92,3148.31,3152.77,5831.32
1767623400000,3152.77,3170.6,3132.99,3168.02,64599.65
1767624300000,3168.02,3177.42,3146.84,3165.65,56230.44
1767625200000,3165.65,3170.77,3150.5,3161.0,27599.29
1767626100000,3161.0,3173.75,3154.16,3163.2,25786.67
1767627000000,3163.2,3205.0,3160.98,3191.47,66484.69
1767627900000,3191.47,3198.75,3184.68,3194.54,23259.96
1767628800000,3194.54,3201.69,3184.01,3188.64,24371.27
1767629700000,3188.64,3193.99,3171.2,3179.23,27856.98
1767630600000,3179.23,3185.7,3176.5,3177.93,8343.89
1767631500000,3177.93,3185.0,3173.28,3182.4,9061.41
1767632400000,3182.4,3186.88,3178.22,3181.29,8532.99
1767633300000,3181.29,3182.83,3157.36,3164.58,28509.95
1767634200000,3164.58,3189.54,3164.45,3186.26,20369.3
1767635100000,3186.26,3229.28,3186.06,3212.52,70796.3
1767636000000,3212.52,3217.94,3200.55,3209.75,27934.77
1767636900000,3209.75,3210.46,3185.43,3199.77,36479.16
1767637800000,3199.77,3205.32,3191.74,3200.12,9116.91
1767638700000,3200.12,3227.73,3200.0,3226.99,33850.32
1767639600000,3226.99,3227.67,3214.04,3220.05,19926.2
1767640500000,3220.05,3226.08,3214.43,3222.28,10471.08
1767641400000,3222.28,3225.97,3213.57,3218.32,14634.52
1767642300000,3218.32,3223.49,3213.6,3221.83,6342.02
1767643200000,3221.83,3244.99,3218.5,3236.17,43377.74
1767644100000,3236.17,3265.0,3230.15,3259.66,37664.11
1767645000000,3259.66,3259.67,3236.64,3241.75,35915.8
1767645900000,3241.75,3246.0,3231.52,3240.0,17237.24
1767646800000,3240.0,3246.67,3233.49,3235.0,9174.54
1767647700000,3235.0,3243.6,3230.95,3230.95,5602.32
1767648600000,3230.95,3241.68,3230.0,3239.17,7501.19
1767649500000,3239.17,3243.97,3235.42,3236.59,4813.94
1767650400000,3236.59,3237.67,3232.31,3235.87,10590.6
1767651300000,3235.87,3247.14,3235.87,3240.21,9146.19
1767652200000,3240.21,3248.81,3239.02,3244.08,5452.9
1767653100000,3244.08,3244.65,3227.0,3238.6,9882.45
1767654000000,3238.6,3240.11,3230.17,3231.75,4823.36
1767654900000,3231.75,3236.57,3226.76,3230.2,6190.92
1767655800000,3230.2,3233.95,3223.96,3229.59,10167.49
1767656700000,3229.59,3231.35,3223.74,3224.01,3828.79
1767657600000,3224.01,3229.88,3215.41,3215.69,9829.18
1767658500000,3215.69,3220.39,3213.6,3219.75,8882.25
1767659400000,3219.75,3219.75,3201.53,3205.03,19323.33
1767660300000,3205.03,3215.22,3202.61,3214.54,5654.87
1767661200000,3214.54,3225.57,3214.16,3222.03,13400.08
1767662100000,3222.03,3246.99,3220.97,3242.0,18143.06
1767663000000,3242.0,3243.3,3225.47,3226.47,8155.65
1767663900000,3226.47,3230.0,3215.13,3216.57,11272.9
1767664800000,3216.57,3222.99,3211.68,3215.71,5876.3
1767665700000,3215.71,3220.19,3213.61,3217.18,4412.53
1767666600000,3217.18,3219.81,3207.29,3213.77,6729.33
1767667500000,3213.77,3217.68,3211.25,3215.57,4591.55
