timestamp,open,high,low,close,volume
1767265200000,0.39033,0.39225,0.38923,0.38928,383364.0
1767266100000,0.38928,0.39132,0.38928,0.38961,201676.0
1767267000000,0.38961,0.39546,0.38926,0.39509,521630.0
1767267900000,0.39509,0.39571,0.39271,0.39561,771377.0
1767268800000,0.39561,0.40166,0.39532,0.39706,1361472.0
1767269700000,0.39706,0.40061,0.39431,0.39988,931198.0
1767270600000,0.39988,0.402,0.39714,0.40018,1061390.0
1767271500000,0.40018,0.40098,0.39778,0.40069,636148.0
1767272400000,0.40069,0.401,0.39584,0.39812,512158.0
1767273300000,0.39812,0.39812,0.39439,0.3955,427737.0
1767274200000,0.3955,0.39573,0.39214,0.39332,787185.0
1767275100000,0.39332,0.3951,0.39105,0.39115,351678.0
1767276000000,0.39115,0.39499,0.39113,0.39394,328971.0
1767276900000,0.39394,0.3947,0.39173,0.39243,267098.0
1767277800000,0.39243,0.3952,0.39162,0.3952,240831.0
1767278700000,0.3952,0.3995,0.39321,0.39637,646993.0
1767279600000,0.39637,0.39883,0.39605,0.39758,293932.0
1767280500000,0.39758,0.40509,0.39653,0.40361,788781.0
1767281400000,0.40361,0.40706,0.40082,0.40173,901221.0
1767282300000,0.40173,0.40311,0.3993,0.40033,515081.0
1767283200000,0.40033,0.40411,0.39738,0.39789,877703.0
1767284100000,0.39789,0.40301,0.39789,0.40186,512004.0
1767285000000,0.40186,0.40369,0.3975,0.40154,595309.0
1767285900000,0.40154,0.409,0.40135,0.40812,721576.0
1767286800000,0.40812,0.415,0.4047,0.40628,2526016.0
1767287700000,0.40628,0.40811,0.40425,0.40481,535289.0
1767288600000,0.40481,0.40754,0.40172,0.40199,856503.0
1767289500000,0.40199,0.40439,0.40073,0.4021,522334.0
1767290400000,0.4021,0.40452,0.40116,0.40326,349760.0
1767291300000,0.40326,0.40326,0.40091,0.40108,231569.0
1767292200000,0.40108,0.40156,0.39861,0.39964,646585.0
1767293100000,0.39964,0.40106,0.39856,0.39897,309349.0
1767294000000,0.39897,0.40034,0.39865,0.39912,206126.0
1767294900000,0.39912,0.39915,0.3904,0.39431,1431077.0
1767295800000,0.39431,0.39533,0.392,0.39245,449725.0
1767296700000,0.39245,0.39406,0.39131,0.39189,370477.0
1767297600000,0.39189,0.3939,0.39109,0.3912,409674.0
1767298500000,0.3912,0.39331,0.39071,0.3916,235974.0
1767299400000,0.3916,0.39205,0.38835,0.38922,525270.0
1767300300000,0.38922,0.39184,0.38818,0.39036,293319.0
1767301200000,0.39036,0.39173,0.38973,0.39019,244638.0
1767302100000,0.39019,0.39102,0.38926,0.39057,303262.0
1767303000000,0.39057,0.39321,0.39054,0.3918,252252.0
1767303900000,0.3918,0.39193,0.38948,0.38958,155116.0
1767304800000,0.38958,0.39273,0.38945,0.3924,360393.0
1767305700000,0.3924,0.39313,0.39117,0.39211,265487.0
1767306600000,0.39211,0.39244,0.3905,0.39058,125278.0
1767307500000,0.39058,0.39364,0.39058,0.39184,388645.0
1767308400000,0.39184,0.39184,0.38927,0.39048,258258.0
1767309300000,0.39048,0.39208,0.38953,0.39109,285425.0
1767310200000,0.39109,0.39312,0.38964,0.39119,532140.0
1767311100000,0.39119,0.39254,0.38936,0.39225,506628.0
1767312000000,0.39225,0.40143,0.39214,0.39674,1973421.0
1767312900000,0.39674,0.39759,0.39449,0.39688,574935.0
1767313800000,0.39688,0.39781,0.39376,0.39389,403598.0
1767314700000,0.39389,0.39523,0.39201,0.39321,644239.0
1767315600000,0.39321,0.39321,0.3906,0.39098,267129.0
1767316500000,0.39098,0.392,0.38996,0.39169,337125.0
1767317400000,0.39169,0.3931,0.39046,0.39126,323181.0
1767318300000,0.39126,0.39698,0.39119,0.39514,411721.0
1767319200000,0.39514,0.39731,0.39208,0.39252,407883.0
1767320100000,0.39252,0.39371,0.3891,0.39033,571894.0
1767321000000,0.39033,0.39103,0.38811,0.39065,401897.0
1767321900000,0.39065,0.39156,0.38926,0.39108,187213.0
1767322800000,0.39108,0.39192,0.38817,0.39014,304092.0
1767323700000,0.39014,0.39014,0.38693,0.38854,285176.0
1767324600000,0.38854,0.39305,0.38657,0.39084,894658.0
1767325500000,0.39084,0.39254,0.38891,0.38923,690709.0
1767326400000,0.38923,0.39077,0.38829,0.38891,296249.0
1767327300000,0.38891,0.38905,0.384,0.38532,714812.0
1767328200000,0.38532,0.38726,0.38275,0.38513,659414.0
1767329100000,0.38513,0.38698,0.38437,0.38463,278978.0
1767330000000,0.38463,0.38575,0.38297,0.3852,284741.0
1767330900000,0.3852,0.38749,0.38494,0.38579,284902.0
1767331800000,0.38579,0.38745,0.38526,0.38643,230365.0
1767332700000,0.38643,0.3887,0.38585,0.3869,584668.0
1767333600000,0.3869,0.38729,0.38485,0.38596,176274.0
1767334500000,0.38596,0.38724,0.38546,0.38657,272996.0
1767335400000,0.38657,0.3883,0.38551,0.38581,403573.0
1767336300000,0.38581,0.38702,0.38517,0.38657,369569.0
1767337200000,0.38657,0.38764,0.38606,0.38727,359769.0
1767338100000,0.38727,0.38727,0.38492,0.38509,443932.0
1767339000000,0.38509,0.38793,0.38399,0.38679,721861.0
1767339900000,0.38679,0.39055,0.38601,0.38975,793777.0
1767340800000,0.38975,0.38988,0.38241,0.38349,597130.0
1767341700000,0.38349,0.38349,0.37807,0.38108,1156189.0
1767342600000,0.38108,0.38237,0.37968,0.3802,500338.0
1767343500000,0.3802,0.3802,0.37719,0.37812,711439.0
1767344400000,0.37812,0.37943,0.37658,0.37781,459641.0
1767345300000,0.37781,0.38142,0.37689,0.37733,1053763.0
1767346200000,0.37733,0.37752,0.3739,0.37603,700904.0
1767347100000,0.37603,0.37837,0.37474,0.3751,522311.0
1767348000000,0.3751,0.37975,0.3751,0.37708,452780.0
1767348900000,0.37708,0.37942,0.37588,0.37836,446308.0
1767349800000,0.37836,0.37865,0.3761,0.37846,237858.0
1767350700000,0.37846,0.38029,0.37824,0.37904,334334.0
1767351600000,0.37904,0.37983,0.3757,0.37575,522307.0
1767352500000,0.37575,0.37575,0.37192,0.37339,1348823.0
1767353400000,0.37339,0.37784,0.37142,0.37578,821283.0
1767354300000,0.37578,0.37685,0.37403,0.37577,843296.0
1767355200000,0.37577,0.37807,0.3743,0.37672,619646.0
1767356100000,0.37672,0.37681,0.37372,0.37423,411445.0
1767357000000,0.37423,0.37684,0.3731,0.37444,1077921.0
1767357900000,0.37444,0.37444,0.36763,0.3689,1293252.0
1767358800000,0.3689,0.37,0.36695,0.3685,838166.0
1767359700000,0.3685,0.36944,0.36654,0.36663,708018.0
1767360600000,0.36663,0.36756,0.35681,0.35894,2748555.0
1767361500000,0.35894,0.35932,0.352,0.35231,2747608.0
1767362400000,0.35231,0.36615,0.34753,0.35948,5119380.0
1767363300000,0.35948,0.36908,0.35703,0.36737,2325154.0
1767364200000,0.36737,0.37781,0.36536,0.37673,3053565.0
1767365100000,0.37673,0.38248,0.37082,0.37198,2526758.0
1767366000000,0.37198,0.37312,0.36754,0.37275,2413763.0
1767366900000,0.37275,0.37692,0.365,0.36612,1390908.0
1767367800000,0.36612,0.37611,0.36591,0.37093,1079476.0
1767368700000,0.37093,0.37489,0.37045,0.37203,508090.0
1767369600000,0.37203,0.37345,0.36846,0.36868,601664.0
1767370500000,0.36868,0.371,0.3669,0.36831,932686.0
1767371400000,0.36831,0.37783,0.36807,0.37684,772648.0
1767372300000,0.37684,0.37852,0.3742,0.37657,788948.0
1767373200000,0.37657,0.37964,0.37457,0.37666,832345.0
1767374100000,0.37666,0.38039,0.37607,0.37852,505371.0
1767375000000,0.37852,0.38586,0.37812,0.38264,876405.0
1767375900000,0.38264,0.38915,0.38151,0.38829,1100055.0
1767376800000,0.38829,0.38894,0.38426,0.38543,1633334.0
1767377700000,0.38543,0.38863,0.3834,0.38786,1027094.0
1767378600000,0.38786,0.3965,0.38775,0.3935,1911331.0
1767379500000,0.3935,0.399,0.39259,0.39724,1443839.0
1767380400000,0.39724,0.39986,0.3938,0.39511,1155838.0
1767381300000,0.39511,0.40115,0.39347,0.40044,1127945.0
1767382200000,0.40044,0.40396,0.39902,0.3997,883152.0
1767383100000,0.3997,0.40048,0.39556,0.39758,906382.0
1767384000000,0.39758,0.39915,0.39074,0.39241,970310.0
1767384900000,0.39241,0.39241,0.38775,0.38981,907772.0
1767385800000,0.38981,0.39702,0.3889,0.39333,3768776.0
1767386700000,0.39333,0.396,0.39304,0.39384,356698.0
1767387600000,0.39384,0.39384,0.38612,0.38751,4533096.0
1767388500000,0.38751,0.38933,0.3841,0.38489,1047092.0
1767389400000,0.38489,0.38641,0.38447,0.38602,289815.0
1767390300000,0.38602,0.38663,0.38366,0.3848,282951.0
1767391200000,0.3848,0.38534,0.38206,0.38452,1163617.0
1767392100000,0.38452,0.38574,0.3804,0.38159,1932482.0
1767393000000,0.38159,0.38292,0.38105,0.38247,336870.0
1767393900000,0.38247,0.38249,0.37901,0.38015,399756.0
1767394800000,0.38015,0.38015,0.37522,0.37605,972833.0
1767395700000,0.37605,0.37722,0.37399,0.37416,808017.0
1767396600000,0.37416,0.37577,0.37381,0.37504,473968.0
1767397500000,0.37504,0.37556,0.37147,0.37321,981671.0
1767398400000,0.37321,0.3733,0.36914,0.37197,1064329.0
1767399300000,0.37197,0.37522,0.36981,0.37181,1318591.0
1767400200000,0.37181,0.37289,0.36903,0.36979,543985.0
1767401100000,0.36979,0.37781,0.36847,0.37602,1798510.0
1767402000000,0.37602,0.37637,0.37278,0.37338,874500.0
1767402900000,0.37338,0.37501,0.37203,0.37367,325772.0
